ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,DAYNIGHT,TYPE,YEAR,MONTH,geometry,longitude,latitude
2001-05-18,0248,Terra,MODIS,71,D,0.0,2001,5,POINT (117.04100000000001 1.1884),117.04100000000001,1.1884
2001-07-05,0246,Terra,MODIS,75,D,0.0,2001,7,POINT (117.6329 1.1597),117.6329,1.1597
2001-08-20,0258,Terra,MODIS,76,D,0.0,2001,8,POINT (116.7125 0.5049),116.7125,0.5049
2001-08-21,1425,Terra,MODIS,79,N,0.0,2001,8,POINT (116.7134 0.1377),116.7134,0.13770000000000002
2001-08-21,1425,Terra,MODIS,100,N,0.0,2001,8,POINT (116.71149999999999 0.1505),116.71149999999999,0.1505
2001-08-21,1425,Terra,MODIS,100,N,0.0,2001,8,POINT (116.73070000000001 0.1533),116.73070000000001,0.15330000000000002
2001-08-21,1425,Terra,MODIS,92,N,0.0,2001,8,POINT (116.7325 0.1405),116.7325,0.1405
2001-08-22,0245,Terra,MODIS,71,D,0.0,2001,8,POINT (116.9454 1.1260000000000001),116.9454,1.1260000000000001
2001-08-28,1430,Terra,MODIS,86,N,0.0,2001,8,POINT (116.7868 0.1844),116.7868,0.18440000000000004
2001-08-31,0239,Terra,MODIS,72,D,0.0,2001,8,POINT (116.8655 0.5329),116.8655,0.5329
2001-09-02,1449,Terra,MODIS,76,N,0.0,2001,9,POINT (116.78759999999998 0.5128000000000001),116.78759999999998,0.5128000000000001
2001-09-02,1449,Terra,MODIS,81,N,0.0,2001,9,POINT (116.7864 0.5217),116.7864,0.5217
2001-09-02,1449,Terra,MODIS,71,N,0.0,2001,9,POINT (116.7775 0.5205),116.7775,0.5205
2001-09-03,0309,Terra,MODIS,76,D,0.0,2001,9,POINT (117.89830000000002 0.8696999999999999),117.89830000000002,0.8696999999999999
2001-09-04,1436,Terra,MODIS,73,N,0.0,2001,9,POINT (117.3789 1.5342),117.3789,1.5342
2001-09-10,0315,Terra,MODIS,74,D,0.0,2001,9,POINT (116.6126 0.5553),116.6126,0.5553
2001-09-14,0251,Terra,MODIS,78,D,0.0,2001,9,POINT (117.35979999999999 0.5961),117.35979999999999,0.5961
2001-09-14,0251,Terra,MODIS,84,D,0.0,2001,9,POINT (117.3689 0.5948000000000001),117.3689,0.5948000000000001
2001-09-14,0251,Terra,MODIS,81,D,0.0,2001,9,POINT (116.80800000000002 0.2442),116.80800000000002,0.24420000000000003
2001-09-16,1500,Terra,MODIS,77,N,0.0,2001,9,POINT (116.8405 0.5475),116.8405,0.5475
2001-09-23,0244,Terra,MODIS,84,D,0.0,2001,9,POINT (117.81219999999999 0.9144),117.81219999999999,0.9144
2001-09-23,0244,Terra,MODIS,75,D,0.0,2001,9,POINT (116.8331 1.0676),116.8331,1.0676
2001-09-27,1441,Terra,MODIS,71,N,0.0,2001,9,POINT (116.7368 0.3183),116.7368,0.3183
2002-01-27,0253,Terra,MODIS,75,D,0.0,2002,1,POINT (116.53670000000001 0.4559000000000001),116.53670000000001,0.4559000000000001
2002-01-27,0253,Terra,MODIS,83,D,0.0,2002,1,POINT (116.54640000000002 0.4544),116.54640000000002,0.4544
2002-01-30,0323,Terra,MODIS,71,D,0.0,2002,1,POINT (116.53080000000001 0.4689000000000001),116.53080000000001,0.4689000000000001
2002-02-02,1438,Terra,MODIS,78,N,0.0,2002,2,POINT (116.5128 0.4703999999999999),116.5128,0.47039999999999993
2002-02-02,1438,Terra,MODIS,77,N,0.0,2002,2,POINT (116.50170000000001 0.4783000000000001),116.50170000000001,0.47830000000000006
2002-02-09,1443,Terra,MODIS,97,N,0.0,2002,2,POINT (116.6339 0.5138),116.6339,0.5138
2002-02-09,1443,Terra,MODIS,92,N,0.0,2002,2,POINT (116.625 0.5125000000000001),116.625,0.5125000000000001
2002-04-12,0233,Terra,MODIS,81,D,0.0,2002,4,POINT (116.95359999999998 1.1206999999999998),116.95359999999998,1.1206999999999998
2002-04-17,0252,Terra,MODIS,77,D,0.0,2002,4,POINT (116.4981 0.4669),116.4981,0.46690000000000004
2002-07-06,0546,Aqua,MODIS,74,D,0.0,2002,7,POINT (116.7155 0.5599999999999999),116.7155,0.5599999999999999
2002-07-06,0547,Aqua,MODIS,82,D,0.0,2002,7,POINT (117.77160000000002 1.3824),117.77160000000002,1.3824
2002-07-08,0534,Aqua,MODIS,78,D,0.0,2002,7,POINT (116.88580000000002 1.0773000000000001),116.88580000000002,1.0773000000000001
2002-07-29,0552,Aqua,MODIS,81,D,0.0,2002,7,POINT (116.8818 1.1373),116.8818,1.1373
2002-07-29,0552,Aqua,MODIS,73,D,0.0,2002,7,POINT (116.6698 0.4826),116.6698,0.48260000000000003
2002-08-09,0534,Aqua,MODIS,72,D,0.0,2002,8,POINT (117.24249999999999 0.8274999999999999),117.24249999999999,0.8274999999999999
2002-08-09,0534,Aqua,MODIS,83,D,0.0,2002,8,POINT (116.9611 1.1325000000000003),116.9611,1.1325000000000003
2002-08-09,0534,Aqua,MODIS,82,D,0.0,2002,8,POINT (116.9648 1.1351),116.9648,1.1351
2002-08-09,0534,Aqua,MODIS,73,D,0.0,2002,8,POINT (116.86760000000001 1.0788),116.86760000000001,1.0788
2002-08-09,0534,Aqua,MODIS,78,D,0.0,2002,8,POINT (116.8644 1.1304),116.8644,1.1304
2002-08-09,0534,Aqua,MODIS,77,D,0.0,2002,8,POINT (116.73790000000001 0.4671000000000001),116.73790000000001,0.46710000000000007
2002-08-09,0534,Aqua,MODIS,74,D,0.0,2002,8,POINT (116.6352 0.6878000000000001),116.6352,0.6878000000000001
2002-08-11,0521,Aqua,MODIS,93,D,0.0,2002,8,POINT (117.92620000000001 0.8714),117.92620000000001,0.8714
2002-08-11,0521,Aqua,MODIS,72,D,0.0,2002,8,POINT (117.90460000000002 0.9831000000000002),117.90460000000002,0.9831000000000002
2002-08-11,0521,Aqua,MODIS,76,D,0.0,2002,8,POINT (116.7505 0.4626999999999999),116.7505,0.4626999999999999
2002-08-11,0521,Aqua,MODIS,77,D,0.0,2002,8,POINT (117.2877 0.6068),117.2877,0.6068
2002-08-13,0509,Aqua,MODIS,83,D,0.0,2002,8,POINT (116.8861 1.2597),116.8861,1.2597
2002-08-13,0509,Aqua,MODIS,75,D,0.0,2002,8,POINT (116.8809 1.2678),116.8809,1.2678
2002-08-14,0552,Aqua,MODIS,82,D,0.0,2002,8,POINT (116.72259999999999 0.5661),116.72259999999999,0.5661
2002-08-14,0552,Aqua,MODIS,87,D,0.0,2002,8,POINT (116.74240000000002 1.2030999999999998),116.74240000000002,1.2030999999999998
2002-08-14,0552,Aqua,MODIS,90,D,0.0,2002,8,POINT (116.76000000000002 1.2149),116.76000000000002,1.2149
2002-08-14,0552,Aqua,MODIS,88,D,0.0,2002,8,POINT (116.74110000000002 1.2123),116.74110000000002,1.2123
2002-08-14,0552,Aqua,MODIS,72,D,0.0,2002,8,POINT (116.97249999999998 1.0168999999999997),116.97249999999998,1.0168999999999997
2002-08-14,0552,Aqua,MODIS,94,D,0.0,2002,8,POINT (116.60230000000001 0.8151),116.60230000000001,0.8151
2002-08-14,0552,Aqua,MODIS,85,D,0.0,2002,8,POINT (116.5626 0.8281),116.5626,0.8281
2002-08-14,0552,Aqua,MODIS,91,D,0.0,2002,8,POINT (116.5533 0.8268),116.5533,0.8268
2002-08-14,0552,Aqua,MODIS,78,D,0.0,2002,8,POINT (117.05029999999998 1.1457),117.05029999999998,1.1457
2002-08-14,0552,Aqua,MODIS,95,D,0.0,2002,8,POINT (117.0406 1.1443),117.0406,1.1443
2002-08-14,0552,Aqua,MODIS,76,D,0.0,2002,8,POINT (116.8838 1.0484),116.8838,1.0484
2002-08-14,0552,Aqua,MODIS,78,D,0.0,2002,8,POINT (116.9207 1.0631000000000002),116.9207,1.0631000000000002
2002-08-14,0552,Aqua,MODIS,88,D,0.0,2002,8,POINT (116.82210000000002 0.4242),116.82210000000002,0.4242
2002-08-14,0552,Aqua,MODIS,75,D,0.0,2002,8,POINT (117.2914 0.602),117.2914,0.602
2002-08-14,0552,Aqua,MODIS,74,D,0.0,2002,8,POINT (116.8524 0.8787000000000001),116.8524,0.8787000000000001
2002-08-14,0552,Aqua,MODIS,94,D,0.0,2002,8,POINT (116.85099999999998 0.8879999999999999),116.85099999999998,0.8879999999999999
2002-08-14,0552,Aqua,MODIS,80,D,0.0,2002,8,POINT (116.84149999999998 0.8865999999999999),116.84149999999998,0.8865999999999999
2002-08-16,0246,Terra,MODIS,92,D,0.0,2002,8,POINT (116.7866 1.2170000000000003),116.7866,1.2170000000000003
2002-08-16,0246,Terra,MODIS,77,D,0.0,2002,8,POINT (116.9083 1.0884999999999998),116.9083,1.0884999999999998
2002-08-16,0246,Terra,MODIS,83,D,0.0,2002,8,POINT (116.79890000000002 0.4135),116.79890000000002,0.4135
2002-08-16,0246,Terra,MODIS,86,D,0.0,2002,8,POINT (116.7887 0.4058),116.7887,0.4058
2002-08-16,0246,Terra,MODIS,93,D,0.0,2002,8,POINT (116.7977 0.4045000000000001),116.7977,0.4045000000000001
2002-08-16,0539,Aqua,MODIS,71,D,0.0,2002,8,POINT (116.5148 0.4746000000000001),116.5148,0.4746000000000001
2002-08-16,0539,Aqua,MODIS,74,D,0.0,2002,8,POINT (116.81859999999999 0.3982999999999999),116.81859999999999,0.39829999999999993
2002-08-16,0539,Aqua,MODIS,100,D,0.0,2002,8,POINT (116.8255 0.4182000000000001),116.8255,0.41820000000000007
2002-08-16,0539,Aqua,MODIS,74,D,0.0,2002,8,POINT (116.3733 0.7693),116.3733,0.7693
2002-08-16,0539,Aqua,MODIS,74,D,0.0,2002,8,POINT (116.89230000000002 0.6118999999999999),116.89230000000002,0.6118999999999999
2002-08-16,0539,Aqua,MODIS,79,D,0.0,2002,8,POINT (116.68530000000001 0.6546999999999998),116.68530000000001,0.6546999999999998
2002-08-16,0539,Aqua,MODIS,89,D,0.0,2002,8,POINT (116.8192 0.8326000000000001),116.8192,0.8326000000000001
2002-08-16,0539,Aqua,MODIS,81,D,0.0,2002,8,POINT (116.5846 0.7613000000000001),116.5846,0.7613000000000001
2002-08-16,0539,Aqua,MODIS,100,D,0.0,2002,8,POINT (116.57490000000001 0.7599000000000001),116.57490000000001,0.7599000000000001
2002-08-16,0539,Aqua,MODIS,100,D,0.0,2002,8,POINT (116.57360000000001 0.7692000000000001),116.57360000000001,0.7692000000000001
2002-08-16,0539,Aqua,MODIS,97,D,0.0,2002,8,POINT (116.56380000000001 0.7678000000000001),116.56380000000001,0.7678000000000001
2002-08-16,0539,Aqua,MODIS,80,D,0.0,2002,8,POINT (116.56250000000001 0.7771000000000001),116.56250000000001,0.7771000000000001
2002-08-16,0539,Aqua,MODIS,72,D,0.0,2002,8,POINT (116.6202 0.4077),116.6202,0.40769999999999995
2002-08-16,0540,Aqua,MODIS,80,D,0.0,2002,8,POINT (116.7623 1.1926),116.7623,1.1926
2002-08-16,0540,Aqua,MODIS,100,D,0.0,2002,8,POINT (116.7347 1.2144),116.7347,1.2144
2002-08-16,0540,Aqua,MODIS,90,D,0.0,2002,8,POINT (116.9644 1.0091999999999999),116.9644,1.0091999999999999
2002-08-16,0540,Aqua,MODIS,100,D,0.0,2002,8,POINT (116.93029999999999 1.1604),116.93029999999999,1.1604
2002-08-16,0540,Aqua,MODIS,83,D,0.0,2002,8,POINT (116.8664 1.0234),116.8664,1.0234
2002-08-16,0540,Aqua,MODIS,80,D,0.0,2002,8,POINT (116.8305 1.0346000000000002),116.8305,1.0346000000000002
2002-08-16,1508,Terra,MODIS,90,N,0.0,2002,8,POINT (116.788 1.2344),116.788,1.2344
2002-08-16,1508,Terra,MODIS,73,N,0.0,2002,8,POINT (116.78229999999999 1.2329999999999999),116.78229999999999,1.2329999999999999
2002-08-16,1800,Aqua,MODIS,92,N,0.0,2002,8,POINT (116.7913 1.244),116.7913,1.244
2002-08-16,1800,Aqua,MODIS,84,N,0.0,2002,8,POINT (116.78980000000001 1.2337),116.78980000000001,1.2337
2002-08-16,1800,Aqua,MODIS,83,N,0.0,2002,8,POINT (116.7416 1.2304),116.7416,1.2304
2002-08-16,1800,Aqua,MODIS,80,N,0.0,2002,8,POINT (116.7401 1.2202),116.7401,1.2202
2002-08-17,0622,Aqua,MODIS,86,D,0.0,2002,8,POINT (116.7945 1.2151),116.7945,1.2151
2002-08-17,0622,Aqua,MODIS,79,D,0.0,2002,8,POINT (116.79219999999998 1.2313),116.79219999999998,1.2313
2002-08-17,0622,Aqua,MODIS,94,D,0.0,2002,8,POINT (116.78980000000001 1.2475),116.78980000000001,1.2475
2002-08-17,0622,Aqua,MODIS,93,D,0.0,2002,8,POINT (116.784 1.2396),116.784,1.2396
2002-08-17,0622,Aqua,MODIS,75,D,0.0,2002,8,POINT (116.75870000000002 1.2265000000000001),116.75870000000002,1.2265000000000001
2002-08-17,0622,Aqua,MODIS,74,D,0.0,2002,8,POINT (116.75059999999999 1.235),116.75059999999999,1.235
2002-08-18,0234,Terra,MODIS,97,D,0.0,2002,8,POINT (116.82090000000001 1.2367),116.82090000000001,1.2367
2002-08-18,0527,Aqua,MODIS,71,D,0.0,2002,8,POINT (116.6417 0.2092),116.6417,0.2092
2002-08-18,0527,Aqua,MODIS,85,D,0.0,2002,8,POINT (116.6263 0.2069),116.6263,0.20689999999999997
2002-08-18,0527,Aqua,MODIS,84,D,0.0,2002,8,POINT (116.56120000000001 0.2211),116.56120000000001,0.22110000000000002
2002-08-18,0527,Aqua,MODIS,89,D,0.0,2002,8,POINT (116.80059999999999 1.2077999999999998),116.80059999999999,1.2077999999999998
2002-08-18,0527,Aqua,MODIS,73,D,0.0,2002,8,POINT (118.54679999999999 0.9857999999999999),118.54679999999999,0.9857999999999999
2002-08-18,0527,Aqua,MODIS,82,D,0.0,2002,8,POINT (116.74279999999999 1.1996),116.74279999999999,1.1996
2002-08-18,0527,Aqua,MODIS,92,D,0.0,2002,8,POINT (116.7508 1.2014),116.7508,1.2014
2002-08-18,0527,Aqua,MODIS,72,D,0.0,2002,8,POINT (116.9148 1.0063),116.9148,1.0063
2002-08-18,0527,Aqua,MODIS,75,D,0.0,2002,8,POINT (117.7559 1.3720000000000006),117.7559,1.3720000000000006
2002-08-18,0527,Aqua,MODIS,80,D,0.0,2002,8,POINT (117.666 1.207),117.666,1.207
2002-08-19,0316,Terra,MODIS,99,D,0.0,2002,8,POINT (116.6877 0.7179),116.6877,0.7179
2002-08-19,0316,Terra,MODIS,100,D,0.0,2002,8,POINT (116.6858 0.703),116.6858,0.703
2002-08-19,0316,Terra,MODIS,89,D,0.0,2002,8,POINT (116.7123 0.699),116.7123,0.699
2002-08-19,0316,Terra,MODIS,94,D,0.0,2002,8,POINT (116.6813 0.7186),116.6813,0.7186
2002-08-19,0316,Terra,MODIS,83,D,0.0,2002,8,POINT (116.70790000000001 0.7148),116.70790000000001,0.7148
2002-08-19,0316,Terra,MODIS,100,D,0.0,2002,8,POINT (116.6793 0.7037000000000001),116.6793,0.7037000000000001
2002-08-19,0316,Terra,MODIS,100,D,0.0,2002,8,POINT (116.70590000000001 0.6998999999999999),116.70590000000001,0.6998999999999999
2002-08-19,0610,Aqua,MODIS,76,D,0.0,2002,8,POINT (116.70629999999998 1.1201000000000003),116.70629999999998,1.1201000000000003
2002-08-19,0610,Aqua,MODIS,89,D,0.0,2002,8,POINT (116.70460000000001 1.1327),116.70460000000001,1.1327
2002-08-19,0610,Aqua,MODIS,82,D,0.0,2002,8,POINT (116.89789999999999 1.1344),116.89789999999999,1.1344
2002-08-19,0610,Aqua,MODIS,81,D,0.0,2002,8,POINT (116.6829 0.7107),116.6829,0.7107
2002-08-20,0515,Aqua,MODIS,87,D,0.0,2002,8,POINT (116.7521 0.5682),116.7521,0.5682
2002-08-20,0515,Aqua,MODIS,75,D,0.0,2002,8,POINT (118.5499 1.0018),118.5499,1.0018
2002-08-20,0515,Aqua,MODIS,90,D,0.0,2002,8,POINT (118.5313 0.999),118.5313,0.999
2002-08-20,0515,Aqua,MODIS,72,D,0.0,2002,8,POINT (116.4744 0.8168000000000001),116.4744,0.8168000000000001
2002-08-20,0515,Aqua,MODIS,79,D,0.0,2002,8,POINT (116.8841 1.0596),116.8841,1.0596
2002-08-20,0515,Aqua,MODIS,74,D,0.0,2002,8,POINT (116.87870000000001 1.0619),116.87870000000001,1.0619
2002-08-20,0515,Aqua,MODIS,83,D,0.0,2002,8,POINT (116.7006 0.6974),116.7006,0.6974
2002-08-20,0515,Aqua,MODIS,85,D,0.0,2002,8,POINT (116.69440000000002 0.6976),116.69440000000002,0.6976
2002-08-20,0515,Aqua,MODIS,76,D,0.0,2002,8,POINT (117.7016 1.4532),117.7016,1.4532
2002-08-21,0557,Aqua,MODIS,85,D,0.0,2002,8,POINT (116.5503 0.3620999999999999),116.5503,0.3620999999999999
2002-08-21,0557,Aqua,MODIS,90,D,0.0,2002,8,POINT (116.5837 0.3569),116.5837,0.3569
2002-08-22,1431,Terra,MODIS,73,N,0.0,2002,8,POINT (117.37380000000002 1.5265000000000002),117.37380000000002,1.5265000000000002
2002-08-23,0545,Aqua,MODIS,95,D,0.0,2002,8,POINT (117.37450000000001 1.5252),117.37450000000001,1.5252
2002-08-23,0545,Aqua,MODIS,81,D,0.0,2002,8,POINT (117.3655 1.5239),117.3655,1.5239
2002-08-23,0545,Aqua,MODIS,74,D,0.0,2002,8,POINT (117.8178 0.8981999999999999),117.8178,0.8981999999999999
2002-08-23,0545,Aqua,MODIS,78,D,0.0,2002,8,POINT (117.8199 0.9068999999999999),117.8199,0.9068999999999999
2002-08-23,0545,Aqua,MODIS,89,D,0.0,2002,8,POINT (117.8108 0.9055999999999998),117.8108,0.9055999999999998
2002-08-23,0545,Aqua,MODIS,79,D,0.0,2002,8,POINT (116.65010000000001 0.5566),116.65010000000001,0.5566
2002-08-23,0545,Aqua,MODIS,75,D,0.0,2002,8,POINT (116.6179 0.4229),116.6179,0.4229
2002-08-25,0533,Aqua,MODIS,82,D,0.0,2002,8,POINT (116.4772 0.3367),116.4772,0.33670000000000005
2002-08-25,0533,Aqua,MODIS,92,D,0.0,2002,8,POINT (116.46489999999999 0.3350000000000001),116.46489999999999,0.33500000000000013
2002-08-25,0533,Aqua,MODIS,85,D,0.0,2002,8,POINT (116.4757 0.3471000000000001),116.4757,0.3471000000000001
2002-08-25,0533,Aqua,MODIS,90,D,0.0,2002,8,POINT (116.4635 0.3453999999999999),116.4635,0.34539999999999993
2002-08-25,0533,Aqua,MODIS,78,D,0.0,2002,8,POINT (116.4837 0.429),116.4837,0.429
2002-08-25,0533,Aqua,MODIS,82,D,0.0,2002,8,POINT (116.6384 0.7981),116.6384,0.7981
2002-08-25,0533,Aqua,MODIS,77,D,0.0,2002,8,POINT (116.84760000000001 0.665),116.84760000000001,0.665
2002-08-25,0533,Aqua,MODIS,96,D,0.0,2002,8,POINT (116.8448 0.7158999999999999),116.8448,0.7158999999999999
2002-08-25,0533,Aqua,MODIS,88,D,0.0,2002,8,POINT (116.84339999999999 0.726),116.84339999999999,0.726
2002-08-25,0533,Aqua,MODIS,84,D,0.0,2002,8,POINT (116.83200000000001 0.7243),116.83200000000001,0.7243
2002-08-25,0533,Aqua,MODIS,85,D,0.0,2002,8,POINT (116.6917 0.7143),116.6917,0.7143
2002-08-25,0533,Aqua,MODIS,76,D,0.0,2002,8,POINT (116.69019999999999 0.7245),116.69019999999999,0.7245
2002-08-25,0533,Aqua,MODIS,89,D,0.0,2002,8,POINT (116.6858 0.7551),116.6858,0.7551
2002-08-25,0533,Aqua,MODIS,86,D,0.0,2002,8,POINT (116.6741 0.7534),116.6741,0.7534
2002-08-25,0533,Aqua,MODIS,78,D,0.0,2002,8,POINT (116.6623 0.7517),116.6623,0.7517
2002-08-25,0533,Aqua,MODIS,79,D,0.0,2002,8,POINT (116.678 0.7726),116.678,0.7726
2002-08-25,0533,Aqua,MODIS,84,D,0.0,2002,8,POINT (116.6662 0.7709),116.6662,0.7709
2002-08-25,0533,Aqua,MODIS,89,D,0.0,2002,8,POINT (116.65299999999999 0.7794000000000001),116.65299999999999,0.7794000000000001
2002-08-25,0533,Aqua,MODIS,74,D,0.0,2002,8,POINT (116.80800000000002 0.8534999999999999),116.80800000000002,0.8534999999999999
2002-08-25,0533,Aqua,MODIS,84,D,0.0,2002,8,POINT (117.77490000000002 1.4034000000000002),117.77490000000002,1.4034000000000002
2002-08-25,0533,Aqua,MODIS,84,D,0.0,2002,8,POINT (117.7735 1.4128999999999998),117.7735,1.4128999999999998
2002-08-25,0533,Aqua,MODIS,82,D,0.0,2002,8,POINT (117.67630000000001 1.4473000000000003),117.67630000000001,1.4473000000000003
2002-08-25,0533,Aqua,MODIS,100,D,0.0,2002,8,POINT (117.6663 1.4459000000000002),117.6663,1.4459000000000002
2002-08-25,0533,Aqua,MODIS,80,D,0.0,2002,8,POINT (117.78489999999998 1.4049),117.78489999999998,1.4049
2002-08-25,0533,Aqua,MODIS,82,D,0.0,2002,8,POINT (116.65720000000002 0.5359),116.65720000000002,0.5359
2002-08-25,0533,Aqua,MODIS,82,D,0.0,2002,8,POINT (116.65270000000001 0.5666),116.65270000000001,0.5666
2002-08-25,0533,Aqua,MODIS,85,D,0.0,2002,8,POINT (117.0417 1.0925000000000002),117.0417,1.0925000000000002
2002-08-25,0533,Aqua,MODIS,87,D,0.0,2002,8,POINT (117.048 1.0918000000000005),117.048,1.0918000000000005
2002-08-25,0533,Aqua,MODIS,90,D,0.0,2002,8,POINT (117.03700000000002 1.0902),117.03700000000002,1.0902
2002-08-26,0616,Aqua,MODIS,76,D,0.0,2002,8,POINT (116.4816 0.3479),116.4816,0.3479
2002-08-26,0616,Aqua,MODIS,77,D,0.0,2002,8,POINT (116.4585 0.3446000000000001),116.4585,0.3446000000000001
2002-08-26,0616,Aqua,MODIS,74,D,0.0,2002,8,POINT (116.6117 0.6396),116.6117,0.6396
2002-08-26,0616,Aqua,MODIS,79,D,0.0,2002,8,POINT (116.6002 0.6731000000000001),116.6002,0.6731000000000001
2002-08-26,0616,Aqua,MODIS,81,D,0.0,2002,8,POINT (116.5765 0.6698),116.5765,0.6698
2002-08-26,0616,Aqua,MODIS,74,D,0.0,2002,8,POINT (116.58990000000001 0.4204),116.58990000000001,0.4204
2002-08-26,0616,Aqua,MODIS,72,D,0.0,2002,8,POINT (116.5832 0.4243),116.5832,0.4243
2002-08-27,0228,Terra,MODIS,84,D,0.0,2002,8,POINT (116.8848 0.4011000000000001),116.8848,0.40110000000000007
2002-08-27,0521,Aqua,MODIS,82,D,0.0,2002,8,POINT (116.8498 1.026),116.8498,1.026
2002-08-27,0521,Aqua,MODIS,78,D,0.0,2002,8,POINT (116.8308 1.0233),116.8308,1.0233
2002-08-27,0521,Aqua,MODIS,81,D,0.0,2002,8,POINT (116.8451 1.0255999999999998),116.8451,1.0255999999999998
2002-08-27,1449,Terra,MODIS,79,N,0.0,2002,8,POINT (116.89930000000001 0.3982999999999999),116.89930000000001,0.39829999999999993
2002-08-28,0604,Aqua,MODIS,78,D,0.0,2002,8,POINT (117.0563 1.3086),117.0563,1.3086
2002-08-28,0604,Aqua,MODIS,71,D,0.0,2002,8,POINT (117.06620000000001 1.3071),117.06620000000001,1.3071
2002-08-28,0604,Aqua,MODIS,85,D,0.0,2002,8,POINT (116.8172 0.8494),116.8172,0.8494
2002-08-28,0604,Aqua,MODIS,93,D,0.0,2002,8,POINT (116.80280000000002 0.8474000000000002),116.80280000000002,0.8474000000000002
2002-08-29,1437,Terra,MODIS,94,N,0.0,2002,8,POINT (116.8723 0.4288000000000001),116.8723,0.42880000000000007
2002-09-01,0539,Aqua,MODIS,82,D,0.0,2002,9,POINT (117.8695 1.2263999999999997),117.8695,1.2263999999999997
2002-09-01,0539,Aqua,MODIS,79,D,0.0,2002,9,POINT (116.7662 0.3225999999999999),116.7662,0.32259999999999994
2002-09-01,0539,Aqua,MODIS,76,D,0.0,2002,9,POINT (117.81180000000002 0.9051),117.81180000000002,0.9051
2002-09-01,0539,Aqua,MODIS,71,D,0.0,2002,9,POINT (117.88179999999998 1.0076),117.88179999999998,1.0076
2002-09-01,0539,Aqua,MODIS,76,D,0.0,2002,9,POINT (116.65239999999999 0.7408),116.65239999999999,0.7408
2002-09-01,0539,Aqua,MODIS,73,D,0.0,2002,9,POINT (116.65429999999999 0.748),116.65429999999999,0.748
2002-09-01,0539,Aqua,MODIS,75,D,0.0,2002,9,POINT (117.44309999999999 1.0923999999999998),117.44309999999999,1.0923999999999998
2002-09-07,0503,Aqua,MODIS,89,D,0.0,2002,9,POINT (117.6301 1.4184999999999999),117.6301,1.4184999999999999
2002-09-07,0503,Aqua,MODIS,90,D,0.0,2002,9,POINT (117.62630000000001 1.4213),117.62630000000001,1.4213
2002-09-07,1431,Terra,MODIS,77,N,0.0,2002,9,POINT (117.6334 1.4335999999999998),117.6334,1.4335999999999998
2002-09-08,0545,Aqua,MODIS,84,D,0.0,2002,9,POINT (117.9103 0.8756999999999999),117.9103,0.8756999999999999
2002-09-08,0545,Aqua,MODIS,83,D,0.0,2002,9,POINT (116.74609999999998 0.4240999999999999),116.74609999999998,0.4240999999999999
2002-09-10,0239,Terra,MODIS,83,D,0.0,2002,9,POINT (117.7115 1.2357000000000002),117.7115,1.2357000000000002
2002-09-10,0239,Terra,MODIS,81,D,0.0,2002,9,POINT (117.7026 1.237),117.7026,1.237
2002-09-10,0240,Terra,MODIS,76,D,0.0,2002,9,POINT (117.2852 0.6079),117.2852,0.6079
2002-09-10,0533,Aqua,MODIS,73,D,0.0,2002,9,POINT (116.4778 0.4443),116.4778,0.4443
2002-09-10,0533,Aqua,MODIS,71,D,0.0,2002,9,POINT (117.9195 0.9380999999999998),117.9195,0.9380999999999998
2002-09-17,0539,Aqua,MODIS,82,D,0.0,2002,9,POINT (117.4778 0.8033000000000001),117.4778,0.8033000000000001
2002-09-17,0539,Aqua,MODIS,98,D,0.0,2002,9,POINT (117.4856 0.8137),117.4856,0.8137
2002-09-17,0539,Aqua,MODIS,95,D,0.0,2002,9,POINT (118.922 0.9347),118.922,0.9347
2002-09-17,0539,Aqua,MODIS,78,D,0.0,2002,9,POINT (117.96180000000001 0.8446000000000001),117.96180000000001,0.8446000000000001
2002-09-17,0539,Aqua,MODIS,77,D,0.0,2002,9,POINT (117.9297 0.8768000000000001),117.9297,0.8768000000000001
2002-09-17,0539,Aqua,MODIS,74,D,0.0,2002,9,POINT (117.89810000000001 1.0104),117.89810000000001,1.0104
2002-09-17,0539,Aqua,MODIS,73,D,0.0,2002,9,POINT (117.8891 1.0091),117.8891,1.0091
2002-09-17,0539,Aqua,MODIS,80,D,0.0,2002,9,POINT (116.80039999999998 0.8435000000000001),116.80039999999998,0.8435000000000001
2002-09-19,0527,Aqua,MODIS,74,D,0.0,2002,9,POINT (117.8774 1.2043),117.8774,1.2043
2002-09-19,0527,Aqua,MODIS,73,D,0.0,2002,9,POINT (117.8652 1.2025),117.8652,1.2025
2002-09-19,0527,Aqua,MODIS,85,D,0.0,2002,9,POINT (117.85569999999998 0.9184999999999998),117.85569999999998,0.9184999999999998
2002-09-19,0527,Aqua,MODIS,78,D,0.0,2002,9,POINT (117.8434 0.9167999999999998),117.8434,0.9167999999999998
2002-09-19,0527,Aqua,MODIS,79,D,0.0,2002,9,POINT (117.84810000000002 0.9246000000000002),117.84810000000002,0.9246000000000002
2002-09-21,1443,Terra,MODIS,94,N,0.0,2002,9,POINT (116.85549999999999 0.6186),116.85549999999999,0.6186
2002-09-23,1431,Terra,MODIS,71,N,0.0,2002,9,POINT (116.82249999999999 0.3307),116.82249999999999,0.3307
2002-09-24,0545,Aqua,MODIS,87,D,0.0,2002,9,POINT (116.8303 0.3250000000000001),116.8303,0.32500000000000007
